archivo;oracion_id;oracion;cubanismo_detectado;lema_bd;categoria_gramatical;es_cubanismo;ia_sugiere;ia_razon;ia_beto_final
cartas_2009-02-27_inversiones-un-camino-al-desarrollo.html.xml.vrt.txt;3;¿Cuánto dinero puede perder nuestro país por la mala ejecución de una inversión, no importa su tipo o naturaleza?;perder;perder;v;;;;0
cartas_2009-02-27_inversiones-un-camino-al-desarrollo.html.xml.vrt.txt;4;¿se puede contabilizar el mal social que genera, estamos en condiciones de darnos este lujo?;contabilizar;contabilizar;v;;;;1
cartas_2009-02-27_inversiones-un-camino-al-desarrollo.html.xml.vrt.txt;4;¿se puede contabilizar el mal social que genera, estamos en condiciones de darnos este lujo?;social;social;m/f;;;;0
cartas_2009-02-27_nadie-se-ocupa-de-la-contaminación-acústica.html.xml.vrt.txt;1;Los que le escribimos somos dos ancianos de 84 y 89 años, respectivamente, que queremos sumarnos a las reflexiones sobre respeto al derecho ajeno.;sobre;sobre;m;;;;0
cartas_2009-02-27_por-qué-no-se-terminan-las-tareas-que-se-empiezan.html.xml.vrt.txt;1;En el Consejo Popular Cayo Hueso, por dos motivos diferentes se contamina el ambiente y la salud de los vecinos del lugar.;cayo;cayo;m;;;;0
cartas_2009-02-27_sobre-la-no-prohibición-de-fumar-en-lugares-públicos-cerrados.html.xml.vrt.txt;2;Existen lugares donde alguna que otra vez se puede ir a bailar en horario de matiné pues el precio de entrada es un poco más económico con respecto al del horario nocturno, pero sucede que no en todos se prohíbe fumar.;bailar;bailar;v;;;;0
cartas_2009-02-27_sobre-la-no-prohibición-de-fumar-en-lugares-públicos-cerrados.html.xml.vrt.txt;2;Existen lugares donde alguna que otra vez se puede ir a bailar en horario de matiné pues el precio de entrada es un poco más económico con respecto al del horario nocturno, pero sucede que no en todos se prohíbe fumar.;entrada;entrada;f;;;;0
cartas_2009-02-27_un-colectivo-médico-de-vanguardia.html.xml.vrt.txt;1;Por medio de la presente deseo expresar a usted y a todo el colectivo de trabajadores del Cardiocentro Ernesto Che Guevara, el agradecimiento más profundo y sincero, no solamente por haberme devuelto a la vida (y eso, por supuesto, más que bastaría) y dotarme de renovadas energías para seguir siendo útil a la sociedad y por hacer feliz a toda mi familia, sino también por demostrar, con esa entrega diaria, profesional y humana, que los villaclareños marchan a la vanguardia en el ejercicio de los más hermosos valores de nuestro socialismo.;medio;medio;m;;;;0
cartas_2009-03-06_cómo-debe-ser-un-buen-profesor.html.xml.vrt.txt;1;Escribo para dar mi opinión acerca de un tema tan importante en nuestro país, la educación.;dar;dar;v;;;;0
cartas_2009-03-06_inquietudes-sobre-nuevo-sistema-de-pago.html.xml.vrt.txt;1;Me decido a escribir para plantearles algo que considero se aplicó incorrectamente, referido al nuevo sistema de pago implantado en nuestra unidad básica de servicios técnicos y personales del municipio Jesús Menendez, provincia Las Tunas, específicamente a los talleres pertenecientes al Programa de Ahorro Energético.;programa;programa;m;;;;0
cartas_2009-03-06_los-servicios-y-los-horarios.html.xml.vrt.txt;1;Leí el artículo de la periodista Lourdes Pérez sobre los horarios de entidades de servicios y su no utilización adecuada por la población, etcétera.;sobre;sobre;m;;;;0
cartas_2009-03-06_por-qué-se-permiten.html.xml.vrt.txt;1;No recuerdo ahora si lo leí o lo escuché, hace ya bastantes años, que la entrañable Haydée Santamaría, se había indignado, imagino con razón, ante algo que intentaba representar a Abel Santamaría, una pintura o escultura, no tanto por lo desagradable de la obra, sino porque en realidad no representaba a quien, no solo era su hermano, sino un ser tan amado en nuestra historia.;representar;representar;v;;;;0
cartas_2009-03-06_por-qué-se-permiten.html.xml.vrt.txt;1;No recuerdo ahora si lo leí o lo escuché, hace ya bastantes años, que la entrañable Haydée Santamaría, se había indignado, imagino con razón, ante algo que intentaba representar a Abel Santamaría, una pintura o escultura, no tanto por lo desagradable de la obra, sino porque en realidad no representaba a quien, no solo era su hermano, sino un ser tan amado en nuestra historia.;ser;ser;m;;;;0
cartas_2009-03-06_recopilar-las-experiencias-de-la-alfabetización.html.xml.vrt.txt;1;El objetivo de esta misiva es hacer también patente mi opinión sobre lo planteado por un lector, de recopilar las experiencias tan hondas que hoy hacen historia, sobre la Campaña de Alfabetización, en 1961, Año de la Educación en Cuba.;sobre;sobre;m;;;;0
cartas_2009-03-06_recopilar-las-experiencias-de-la-alfabetización.html.xml.vrt.txt;1;El objetivo de esta misiva es hacer también patente mi opinión sobre lo planteado por un lector, de recopilar las experiencias tan hondas que hoy hacen historia, sobre la Campaña de Alfabetización, en 1961, Año de la Educación en Cuba.;sobre;sobre;m;;;;0
cartas_2009-03-06_recopilar-las-experiencias-de-la-alfabetización.html.xml.vrt.txt;1;El objetivo de esta misiva es hacer también patente mi opinión sobre lo planteado por un lector, de recopilar las experiencias tan hondas que hoy hacen historia, sobre la Campaña de Alfabetización, en 1961, Año de la Educación en Cuba.;año;año;m;;;;0
cartas_2009-03-06_se-desaprovecha-el-potencial-científico.html.xml.vrt.txt;1;El pasado 2 de febrero del 2009 en la última página del Granma salió un importante trabajo del periodista Orfilio Peláez sobre la generalización de los resultados.;trabajo;trabajo;m;;;;0
cartas_2009-03-06_se-desaprovecha-el-potencial-científico.html.xml.vrt.txt;1;El pasado 2 de febrero del 2009 en la última página del Granma salió un importante trabajo del periodista Orfilio Peláez sobre la generalización de los resultados.;sobre;sobre;m;;;;0
cartas_2009-03-06_se-desaprovecha-el-potencial-científico.html.xml.vrt.txt;2;Como científico me vi reflejado en ese importante artículo, ya que desde 1994 obtuve un Premio de Destacado en el Fórum Nacional de Ciencia y Técnica por el desarrollo de un nuevo antianémico de origen natural llamado Trofín.;ciencia;ciencia;m/f;;;;0
cartas_2009-03-06_se-desaprovecha-el-potencial-científico.html.xml.vrt.txt;2;Como científico me vi reflejado en ese importante artículo, ya que desde 1994 obtuve un Premio de Destacado en el Fórum Nacional de Ciencia y Técnica por el desarrollo de un nuevo antianémico de origen natural llamado Trofín.;llamado;llamado;m;;;;0
cartas_2009-03-06_vindicación-de-la-metrología.html.xml.vrt.txt;1;Aunque me gradué de Física Nuclear, he dedicado casi la mitad de mi vida a la Metrología.;nuclear;nuclear;v;;;;0
cartas_2009-03-06_vindicación-de-la-metrología.html.xml.vrt.txt;2;A ella llegué sin conocerla previamente, y a estas alturas, sé que consagraré lo que me queda por vivir al desarrollo de esta ciencia, a la elevación de la cultura metrológica de la sociedad y al incremento de la percepción social de su importancia.;vivir;vivir;v;;;;0
cartas_2009-03-06_vindicación-de-la-metrología.html.xml.vrt.txt;2;A ella llegué sin conocerla previamente, y a estas alturas, sé que consagraré lo que me queda por vivir al desarrollo de esta ciencia, a la elevación de la cultura metrológica de la sociedad y al incremento de la percepción social de su importancia.;ciencia;ciencia;m/f;;;;0
cartas_2009-03-06_vindicación-de-la-metrología.html.xml.vrt.txt;2;A ella llegué sin conocerla previamente, y a estas alturas, sé que consagraré lo que me queda por vivir al desarrollo de esta ciencia, a la elevación de la cultura metrológica de la sociedad y al incremento de la percepción social de su importancia.;social;social;m/f;;;;0
cartas_2009-03-13_satisfacción-e-incomprensión.html.xml.vrt.txt;1;"Apreciar la reparación y señalización de nuestras vías urbanas y rurales, es algo que satisface extraordinariamente a choferes y peatones; es seguridad vial, es embellecimiento de nuestro entorno, es garantía para el desplazamiento de los diversos medios de transporte automotor, con su preciosa carga humana o de equipos, maquinaria, materias primas, alimentos, productos para la exportación u otros recursos necesarios para la vida y el de-sarrollo de nuestro país.";carga;carga;f;;;;0
cartas_2009-03-13_áreas-del-capitolio-a-oscuras.html.xml.vrt.txt;1;Desde hace mucho tiempo observo, en mi tránsito nocturno por las céntricas áreas aledañas al Capitolio, la poca iluminación, por no decir casi ninguna, en esos espacios.;tránsito;tránsito;m;;;;1
cartas_2009-03-13_áreas-del-capitolio-a-oscuras.html.xml.vrt.txt;2;Me llama la atención que una zona tan concurrida como esa permanezca por tanto tiempo sin que se le cambie el aspecto a su nocturnidad, más aún cuando en sus cercanías el Parque Central goza de muy buen aspecto.;zona;zona;f;;;;0
cartas_2009-03-13_áreas-del-capitolio-a-oscuras.html.xml.vrt.txt;2;Me llama la atención que una zona tan concurrida como esa permanezca por tanto tiempo sin que se le cambie el aspecto a su nocturnidad, más aún cuando en sus cercanías el Parque Central goza de muy buen aspecto.;central;central;m;;;;0
cartas_2009-03-13_áreas-del-capitolio-a-oscuras.html.xml.vrt.txt;3;Lo mismo ocurre en la Avenida del Puerto, el Malecón y la entrada del túnel.;entrada;entrada;f;;;;0
cartas_2009-03-20_esperando-por-el-servicio-de-mensajería.html.xml.vrt.txt;1;"El pasado 12 de diciembre de 2008, salió publicado en esta sección: Respuesta de ETECSA sobre suspensión de un servicio telefónico; donde se explican las causas por las cuales fue suspendida la mensajería corta (SMS) a los clientes de Telefonía Fija Alternativa (TFA) y las medidas que serían tomadas a partir del 1ro.";sobre;sobre;m;;;;0
cartas_2009-03-20_esperando-por-el-servicio-de-mensajería.html.xml.vrt.txt;1;"El pasado 12 de diciembre de 2008, salió publicado en esta sección: Respuesta de ETECSA sobre suspensión de un servicio telefónico; donde se explican las causas por las cuales fue suspendida la mensajería corta (SMS) a los clientes de Telefonía Fija Alternativa (TFA) y las medidas que serían tomadas a partir del 1ro.";fija;fija;f;;;;0
cartas_2009-03-20_esperando-por-el-servicio-de-mensajería.html.xml.vrt.txt;1;"El pasado 12 de diciembre de 2008, salió publicado en esta sección: Respuesta de ETECSA sobre suspensión de un servicio telefónico; donde se explican las causas por las cuales fue suspendida la mensajería corta (SMS) a los clientes de Telefonía Fija Alternativa (TFA) y las medidas que serían tomadas a partir del 1ro.";partir;partir;v;;;;0
cartas_2009-03-20_imprimir-la-ley-de-seguridad-social.html.xml.vrt.txt;1;Por este medio le solicito la posibilidad de imprimir la nueva ley de seguridad social, ya sea mediante un tabloide o en sucesivos espacios en las páginas de Granma o de Trabajadores, para ver cómo quedó conformado el nuevo reglamento, ya que le fueron introducidos cambios con relación al anteproyecto, y como según me dijeron en el Ministerio del Trabajo, la misma fue publicada en la gaceta oficial el 22 de enero del 2009, pues los trabajadores quisiéramos poder tenerla para ver su nuevo contenido.;medio;medio;m;;;;0
cartas_2009-03-20_imprimir-la-ley-de-seguridad-social.html.xml.vrt.txt;1;Por este medio le solicito la posibilidad de imprimir la nueva ley de seguridad social, ya sea mediante un tabloide o en sucesivos espacios en las páginas de Granma o de Trabajadores, para ver cómo quedó conformado el nuevo reglamento, ya que le fueron introducidos cambios con relación al anteproyecto, y como según me dijeron en el Ministerio del Trabajo, la misma fue publicada en la gaceta oficial el 22 de enero del 2009, pues los trabajadores quisiéramos poder tenerla para ver su nuevo contenido.;social;social;m/f;;;;0
cartas_2009-03-20_imprimir-la-ley-de-seguridad-social.html.xml.vrt.txt;1;Por este medio le solicito la posibilidad de imprimir la nueva ley de seguridad social, ya sea mediante un tabloide o en sucesivos espacios en las páginas de Granma o de Trabajadores, para ver cómo quedó conformado el nuevo reglamento, ya que le fueron introducidos cambios con relación al anteproyecto, y como según me dijeron en el Ministerio del Trabajo, la misma fue publicada en la gaceta oficial el 22 de enero del 2009, pues los trabajadores quisiéramos poder tenerla para ver su nuevo contenido.;ver;ver;v;;;;0
cartas_2009-03-20_imprimir-la-ley-de-seguridad-social.html.xml.vrt.txt;1;Por este medio le solicito la posibilidad de imprimir la nueva ley de seguridad social, ya sea mediante un tabloide o en sucesivos espacios en las páginas de Granma o de Trabajadores, para ver cómo quedó conformado el nuevo reglamento, ya que le fueron introducidos cambios con relación al anteproyecto, y como según me dijeron en el Ministerio del Trabajo, la misma fue publicada en la gaceta oficial el 22 de enero del 2009, pues los trabajadores quisiéramos poder tenerla para ver su nuevo contenido.;trabajo;trabajo;m;;;;0
cartas_2009-03-20_imprimir-la-ley-de-seguridad-social.html.xml.vrt.txt;1;Por este medio le solicito la posibilidad de imprimir la nueva ley de seguridad social, ya sea mediante un tabloide o en sucesivos espacios en las páginas de Granma o de Trabajadores, para ver cómo quedó conformado el nuevo reglamento, ya que le fueron introducidos cambios con relación al anteproyecto, y como según me dijeron en el Ministerio del Trabajo, la misma fue publicada en la gaceta oficial el 22 de enero del 2009, pues los trabajadores quisiéramos poder tenerla para ver su nuevo contenido.;ver;ver;v;;;;0
cartas_2009-03-20_imprimir-la-ley-de-seguridad-social.html.xml.vrt.txt;2;Anticipándoles las gracias, se despide de ustedes.;ustedes;ustedes;pron;;;;1
cartas_2009-03-20_otra-vez-lo-del-vuelto-del-flautín.html.xml.vrt.txt;1;Hace un buen tiempo que en la red de panaderías se está ofertando una variedad de pan, con muy buena presentación, calidad y acogida: el llamado flautín.;pan;pan;m;;;;0
cartas_2009-03-20_otra-vez-lo-del-vuelto-del-flautín.html.xml.vrt.txt;1;Hace un buen tiempo que en la red de panaderías se está ofertando una variedad de pan, con muy buena presentación, calidad y acogida: el llamado flautín.;llamado;llamado;m;;;;1
cartas_2009-03-20_otra-vez-lo-del-vuelto-del-flautín.html.xml.vrt.txt;2;"Como producto llena las expectativas y gusta a la población, pues es hasta más asequible que el conocido como ""pan de diez pesos"", por tener un precio notablemente inferior.";pan;pan;m;;;;0
